station_id,station_name,lat,lon,bucket_start,detection_count,window_label
22998,Charles ,45.536407,-122.874947,2026-06-26 05:18:00-07:00,3,2026-06-26_sunrise
22998,Charles ,45.536407,-122.874947,2026-06-26 05:20:00-07:00,2,2026-06-26_sunrise
22998,Charles ,45.536407,-122.874947,2026-06-26 05:22:00-07:00,3,2026-06-26_sunrise
22998,Charles ,45.536407,-122.874947,2026-06-26 05:30:00-07:00,2,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:08:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:16:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:18:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:40:00-07:00,2,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:42:00-07:00,2,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:46:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:48:00-07:00,4,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:50:00-07:00,3,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:52:00-07:00,4,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:54:00-07:00,3,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:56:00-07:00,3,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 05:58:00-07:00,2,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 06:14:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 06:16:00-07:00,1,2026-06-26_sunrise
24523,BirdNET-Pi - Orchard-DP,45.466639,-122.727556,2026-06-26 06:18:00-07:00,1,2026-06-26_sunrise
28036,Highland Home PUC,45.469902,-122.810326,2026-06-26 05:26:00-07:00,1,2026-06-26_sunrise
28036,Highland Home PUC,45.469902,-122.810326,2026-06-26 05:28:00-07:00,2,2026-06-26_sunrise
28036,Highland Home PUC,45.469902,-122.810326,2026-06-26 05:36:00-07:00,1,2026-06-26_sunrise
28036,Highland Home PUC,45.469902,-122.810326,2026-06-26 06:00:00-07:00,4,2026-06-26_sunrise
28036,Highland Home PUC,45.469902,-122.810326,2026-06-26 06:02:00-07:00,5,2026-06-26_sunrise
